,Description,Incident#,Location,Agency,Date,location,New
1624,VANDALISM,PD190825305083,300 BLOCK NW 84TH TER,Miami-Dade Police,8-25-2019 4:45 PM,"[-80.2158456, 25.8128439]",25.8354273
1625,PETIT THEFT - FROM MOTOR VEHICLE / $100 TO LESS THAN $300,1908250064254,3600 BLOCK NE 1ST AV,Miami Police,8-25-2019 4:09 PM,"[-80.2412239, 25.8062152]",25.8354273
1626,BURGLARY - OTHER STRUCTURE,1908250064252,7000 BLOCK NW 7TH AV,Miami Police,8-25-2019 3:49 PM,"[-80.22340899999999, 25.791304]",25.8354273
1627,"GRAND THEFT - MOTOR VEHICLE (LESS THAN $100,000)",1908250064251,NW 8TH AV / NW 2ND ST,Miami Police,8-25-2019 3:42 PM,"[-80.29995919999999, 25.7650616]",25.8354273
1628,THEFT/LARCENY,PD190825305049,7900 BLOCK NW 27TH AVE,Miami-Dade Police,8-25-2019 3:30 PM,"[-80.1897609, 25.7781291]",25.8354273
1629,GRAND THEFT - RETAIL - $300 TO LESS THAN $5000,1908250064250,3400 BLOCK N MIAMI AV,Miami Police,8-25-2019 2:42 PM,"[-80.1890969, 25.7895652]",25.8354273
1630,ROBBERY,PD190825304922,1100 BLOCK NW 79TH ST,Miami-Dade Police,8-25-2019 1:46 PM,"[-80.1966309, 25.8360786]",25.8354273
1631,PETIT THEFT - RETAIL / LESS THAN $100,1908250064228,2100 BLOCK SW 8TH ST,Miami Police,8-25-2019 1:41 PM,"[-80.2557411, 25.8381784]",25.8354273
1632,RETAIL THEFT,1908250064212,NW 27TH AV / NW 7TH ST,Miami Police,8-25-2019 12:15 PM,"[-80.2043083, 25.7728499]",25.8354273
1633,THEFT/LARCENY,PD190825304867,7900 BLOCK NW 27TH AVE,Miami-Dade Police,8-25-2019 12:13 PM,"[-80.19546140000001, 25.8082999]",25.8354273
1634,SIMPLE BATTERY,1908250064209,2100 BLOCK SW 1ST ST,Miami Police,8-25-2019 11:39 AM,"[-80.200533, 25.8494777]",25.8354273
1635,RETAIL THEFT,1908250064227,900 BLOCK SW 8TH ST,Miami Police,8-25-2019 11:26 AM,"[-80.216222, 25.8095484]",25.8354273
1636,GRAND THEFT - UNSPECIFIED - $300 TO LESS THAN $5000,1908250064201,3700 BLOCK NW 27TH AV,Miami Police,8-25-2019 11:10 AM,"[-80.20922999999999, 25.7688389]",25.8354273
1637,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908250064197,8200 BLOCK NE BAYSHORE DR,Miami Police,8-25-2019 11:03 AM,"[-80.22337379999999, 25.7898074]",25.8354273
1638,AUTO THEFT,1908250064204,1000 BLOCK BISCAYNE BLVD,Miami Police,8-25-2019 11:00 AM,"[-80.2495033, 25.8354176]",25.8354273
1639,THEFT - ALL OTHER,1908280064931,1100 BLOCK SW 13TH CT,Miami Police,8-25-2019 10:57 AM,"[-80.1999361, 25.7880966]",25.8354273
1640,THEFT - ALL OTHER,1908250064200,800 BLOCK NW 7TH AV,Miami Police,8-25-2019 10:45 AM,"[-80.1987358, 25.7895674]",25.8354273
1641,THEFT - FROM MOTOR VEHICLE,1908250064222,1800 BLOCK NW 8TH ST,Miami Police,8-25-2019 10:15 AM,"[-80.1848693, 25.8398283]",25.8354273
1642,BATTERY / DOMESTIC,1908250064207,SW 1ST CT / SW 2ND ST,Miami Police,8-25-2019 9:57 AM,"[-80.1848693, 25.8398283]",25.8354273
1643,THEFT - FROM MOTOR VEHICLE,1908250064195,2600 BLOCK SW 9TH ST,Miami Police,8-25-2019 9:42 AM,"[-80.1848693, 25.8398283]",25.8354273
1644,AUTO THEFT,1908250064182,1700 BLOCK NW 41 ST,Miami Police,8-25-2019 9:27 AM,"[-80.29995919999999, 25.7650616]",25.8354273
1645,ASSAULT,PD190825304690,3000 BLOCK NW 57TH ST,Miami-Dade Police,8-25-2019 9:19 AM,"[-80.22258, 25.7799832]",25.8354273
1646,CRIMINAL MISCHIEF / VANDALISM,1908250064179,2100 BLOCK NW 18TH AV,Miami Police,8-25-2019 8:48 AM,"[-80.19359659999999, 25.7612047]",25.8354273
1647,PETIT THEFT - MOTOR VEH PARTS/ACCESSORIES,1908250064176,1600 BLOCK NW 4TH AV,Miami Police,8-25-2019 8:31 AM,"[-80.238066, 25.7763763]",25.8354273
1648,VANDALISM,PD190825304658,7000 BLOCK NW 41ST ST,Miami-Dade Police,8-25-2019 8:20 AM,"[-80.31037669999999, 25.764668]",25.8354273
1649,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908250064175,200 BLOCK NW 63RD ST,Miami Police,8-25-2019 8:08 AM,"[-80.2140488, 25.8061759]",25.8354273
1650,ATTEMPTED MURDER,1908250064172,SW 34TH AVE & SW 7TH ST,Miami Police,8-25-2019 8:00 AM,"[-80.2734668, 25.7638966]",25.8354273
1651,FRAUD,PD190825304801,5500 BLOCK BLUE LAGOON DR,Miami-Dade Police,8-25-2019 8:00 AM,"[-80.2264742, 25.8214297]",25.8354273
1652,THEFT/LARCENY,PD190825304755,5500 BLOCK BLUE LAGOON DR,Miami-Dade Police,8-25-2019 8:00 AM,"[-80.2127544, 25.7917353]",25.8354273
1653,ROBBERY - STRONG ARM,1908250064162,3500 BLOCK NW 10TH AV,Miami Police,8-25-2019 6:45 AM,"[-80.24940409999999, 25.7803758]",25.8354273
1654,"SHOOT/THROW DEADLY MISSILES INTO DWELLING, PUBLIC/PRIVATE BLDG/VEHICLE - OCCUPIED, PERSON LISTED AS",1908250064161,5500 BLOCK NW 3RD AV,Miami Police,8-25-2019 6:22 AM,"[-80.2222937, 25.7505903]",25.8354273
1655,DISCHARGE FIREARM IN PUBLIC,1908250064158,1100 BLOCK NW 54TH ST,Miami Police,8-25-2019 6:16 AM,"[-80.1973438, 25.7643729]",25.8354273
1656,AGGRAVATED BATTERY,1908250064157,500 BLOCK NW 43RD ST,Miami Police,8-25-2019 5:15 AM,"[-80.1924757, 25.7840131]",25.8354273
1657,GRAND THEFT,1908250064147,1500 BLOCK NW 61ST ST,Miami Police,8-25-2019 4:20 AM,"[-80.1976667, 25.8286696]",25.8354273
1658,THEFT - PICK POCKET,1908250064134,1500 BLOCK SW 8TH ST,Miami Police,8-25-2019 3:05 AM,"[-80.2288152, 25.8279582]",25.8354273
1659,THEFT - PICK POCKET,1908250064133,1400 BLOCK S MIAMI AV,Miami Police,8-25-2019 3:03 AM,"[-80.2128257, 25.7696757]",25.8354273
1660,ASSAULT,PD190825304524,3200 BLOCK NW 48TH TER,Miami-Dade Police,8-25-2019 2:56 AM,"[-80.1864096, 25.8477906]",25.8354273
1661,"GRAND THEFT - MOTOR VEHICLE (LESS THAN $100,000)",1908250064149,1700 BLOCK SW 1ST AVE,Miami Police,8-25-2019 2:52 AM,"[-80.200533, 25.8494777]",25.8354273
1662,BATTERY / SIMPLE,1908250064131,2000 BLOCK NW 10TH AVE,Miami Police,8-25-2019 2:35 AM,,25.8354273
1663,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908250064128,NE 16TH ST / NE MIAMI PL,Miami Police,8-25-2019 2:11 AM,"[-80.22157949999999, 25.7897308]",25.8354273
1664,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908250064128,NE 16TH ST / NE MIAMI PL,Miami Police,8-25-2019 2:11 AM,"[-80.2448739, 25.820513]",25.8354273
1665,DRUGS/ALCOHOL VIOLATIONS,PD190825304621,4400 BLOCK SW 8TH ST,Miami-Dade Police,8-25-2019 2:10 AM,"[-80.2467623, 25.7574957]",25.8354273
1666,VANDALISM,PD190826305761,2000 BLOCK NW 84TH ST,Miami-Dade Police,8-25-2019 2:00 AM,"[-80.1870277, 25.7989973]",25.8354273
1667,MURDER,1908250064125,1500 BLOCK NW 61ST ST,Miami Police,8-25-2019 1:50 AM,"[-80.2075485, 25.7688916]",25.8354273
1668,DISCHARGE FIREARM IN PUBLIC,1908250064117,6900 BLOCK NW 4TH AV,Miami Police,8-25-2019 12:46 AM,"[-80.238066, 25.7763763]",25.8354273
1669,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908250064120,4800 BLOCK SW 5TH TER,Miami Police,8-25-2019 12:42 AM,"[-80.2462718, 25.8070404]",25.8354273
1670,THEFT - ALL OTHER,1908250064118,0 BLOCK SW 11TH ST,Miami Police,8-25-2019 12:39 AM,"[-80.2406171, 25.7586416]",25.8354273
1671,SIMPLE ASSAULT,1908250064114,1000 BLOCK NW 66TH ST,Miami Police,8-25-2019 12:37 AM,"[-80.2329101, 25.8002974]",25.8354273
1672,THEFT/LARCENY,PD190825304400,1700 BLOCK NW 79TH ST,Miami-Dade Police,8-25-2019 12:35 AM,"[-80.1909501, 25.7908174]",25.8354273
1673,ASSAULT,PD190825304389,7600 BLOCK NW 27TH AVE,Miami-Dade Police,8-25-2019 12:30 AM,"[-80.1909501, 25.7908174]",25.8354273
1674,THEFT/LARCENY,PD190825304607,3000 BLOCK NW 32ND ST,Miami-Dade Police,8-25-2019 12:30 AM,"[-80.1909501, 25.7908174]",25.8354273
1675,HOMICIDE,PD190825304387,2000 BLOCK NW 67TH ST,Miami-Dade Police,8-25-2019 12:27 AM,"[-80.218254, 25.7761716]",25.8354273
1676,BATTERY / SIMPLE,1908250064109,800 BLOCK NE 79TH ST,Miami Police,8-25-2019 12:00 AM,"[-80.2224274, 25.7984837]",25.8354273
1677,BATTERY / DOMESTIC,1908250064108,200 BLOCK NW 33RD ST,Miami Police,8-24-2019 11:56 PM,"[-80.25358299999999, 25.843639]",25.8354273
1678,RETAIL THEFT,1908250064106,1600 BLOCK W FLAGLER ST,Miami Police,8-24-2019 11:40 PM,"[-80.2159914, 25.8173161]",25.8354273
1679,MOTOR VEHICLE THEFT,PD190825304716,200 BLOCK NW 71ST AVE,Miami-Dade Police,8-24-2019 11:30 PM,"[-80.19906399999999, 25.8007608]",25.8354273
1680,GRAND THEFT - A FIREARM,1908240064102,NW 7TH AV / NW 23RD ST,Miami Police,8-24-2019 11:26 PM,"[-80.1990418, 25.7998434]",25.8354273
1681,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908240064101,3200 BLOCK NE MIAMI CT,Miami Police,8-24-2019 10:57 PM,"[-80.2411731, 25.8303252]",25.8354273
1682,THEFT/LARCENY,PD190824304165,3200 BLOCK NW 79TH ST,Miami-Dade Police,8-24-2019 8:53 PM,"[-80.2130001, 25.7745618]",25.8354273
1683,ROBBERY BY SUDDEN SNATCH - NO FORCE,1908240064086,100 BLOCK NW 14TH ST,Miami Police,8-24-2019 8:25 PM,"[-80.2110838, 25.8440248]",25.8354273
1684,THEFT/LARCENY,PD190824304147,NW 81ST ST & NW 9TH AVE,Miami-Dade Police,8-24-2019 8:20 PM,"[-80.22188369999999, 25.8467236]",25.8354273
1685,ASSAULT,PD190824304103,2300 BLOCK NW 58TH ST,Miami-Dade Police,8-24-2019 7:48 PM,"[-80.227131, 25.8359385]",25.8354273
1686,THEFT/LARCENY,PD190824304089,3200 BLOCK NW 79TH ST,Miami-Dade Police,8-24-2019 7:35 PM,"[-80.24161149999999, 25.8404662]",25.8354273
1687,AUTO THEFT,1908240064080,1800 BLOCK NW 17TH AV,Miami Police,8-24-2019 7:34 PM,"[-80.2092718, 25.8488955]",25.8354273
1688,SIMPLE BATTERY,1908240064079,700 BLOCK NW 1ST ST,Miami Police,8-24-2019 7:32 PM,"[-80.2071307, 25.8467426]",25.8354273
1689,ASSAULT / AGG / DOMESTIC,1908240064071,500 BLOCK NW 36TH ST,Miami Police,8-24-2019 7:28 PM,"[-80.2181919, 25.7704704]",25.8354273
1690,GRAND THEFT,1908240064078,1500 BLOCK SW 22ND ST,Miami Police,8-24-2019 7:19 PM,"[-80.2165981, 25.7762428]",25.8354273
1691,BURGLARY - RESIDENCE,1908240064070,7600 BLOCK N MIAMI AV,Miami Police,8-24-2019 7:19 PM,"[-80.2165981, 25.7762428]",25.8354273
1692,BURGLARY,PD190824304060,2000 BLOCK NW 64TH ST,Miami-Dade Police,8-24-2019 7:02 PM,"[-80.209396, 25.840011]",25.8354273
1693,THEFT/LARCENY,PD190824304012,3200 BLOCK NW 79TH ST,Miami-Dade Police,8-24-2019 6:18 PM,"[-80.21923199999999, 25.7892067]",25.8354273
1694,ROBBERY - ARMED,1908240064057,2300 BLOCK NW 3RD ST,Miami Police,8-24-2019 6:11 PM,"[-80.2514956, 25.8431635]",25.8354273
1695,ROBBERY - ARMED,1908240064057,2300 BLOCK NW 3RD ST,Miami Police,8-24-2019 6:11 PM,"[-80.2514956, 25.8431635]",25.8354273
1696,ROBBERY - ARMED,1908240064057,2300 BLOCK NW 3RD ST,Miami Police,8-24-2019 6:11 PM,"[-80.1957302, 25.7807949]",25.8354273
1697,THEFT/LARCENY,PD190824304021,2700 BLOCK NW 79TH ST,Miami-Dade Police,8-24-2019 6:05 PM,"[-80.3125273, 25.7763131]",25.8354273
1698,THEFT - OF MOTOR VEHICLE PARTS,1908240064055,2500 BLOCK SW 16TH TER,Miami Police,8-24-2019 5:53 PM,"[-80.2334444, 25.8447344]",25.8354273
1699,RETAIL THEFT,1908240064056,4800 BLOCK BISCAYNE BLVD,Miami Police,8-24-2019 5:48 PM,"[-80.1901238, 25.7709339]",25.8354273
1700,RETAIL THEFT,1908240064046,3600 BLOCK SW 22ND ST,Miami Police,8-24-2019 5:18 PM,"[-80.2230213, 25.8354731]",25.8354273
1701,PETIT THEFT - UNSPECIFIED / $100 TO LESS THAN $300,1908240064038,200 BLOCK BISCAYNE BLWY,Miami Police,8-24-2019 4:58 PM,"[-80.2514956, 25.8431635]",25.8354273
1702,POSSESSION OF COCAINE/ CONSTRUCTIVE POSSESSION,1908240064032,4600 BLOCK NW 11TH AV,Miami Police,8-24-2019 4:31 PM,"[-80.1958097, 25.7682865]",25.8354273
1703,ROBBERY BY SUDDEN SNATCH - WITH FORCE,1908240064034,1700 BLOCK NW 1ST PL,Miami Police,8-24-2019 4:27 PM,"[-80.23117239999999, 25.7788279]",25.8354273
1704,ROBBERY BY SUDDEN SNATCH - WITH FORCE,1908240064034,1700 BLOCK NW 1ST PL,Miami Police,8-24-2019 4:27 PM,"[-80.2036665, 25.8058821]",25.8354273
1705,BATTERY / DOMESTIC,1908240064047,500 BLOCK NW 47TH ST,Miami Police,8-24-2019 4:19 PM,"[-80.2003647, 25.8253963]",25.8354273
1706,AUTO THEFT,1908240064042,0 BLOCK NE 79TH ST,Miami Police,8-24-2019 4:15 PM,"[-80.199139, 25.8029331]",25.8354273
1707,ASSAULT,PD190824303884,3600 BLOCK NW 30TH AVE,Miami-Dade Police,8-24-2019 4:15 PM,"[-80.2173546, 25.7818348]",25.8354273
1708,THEFT - OF MOTOR VEHICLE PARTS,1908240064061,500 BLOCK NW 48TH ST,Miami Police,8-24-2019 4:12 PM,"[-80.2003647, 25.8272259]",25.8354273
1709,THEFT - OF MOTOR VEHICLE PARTS,1908240064061,500 BLOCK NW 47TH ST,Miami Police,8-24-2019 4:12 PM,"[-80.23318239999999, 25.8338057]",25.8354273
1710,POSSESSION OF COCAINE/ CONSTRUCTIVE POSSESSION,1908240064020,NW 1ST AV / NW 13TH ST,Miami Police,8-24-2019 3:29 PM,"[-80.2033639, 25.852077]",25.8354273
1711,PETIT THEFT - FROM MOTOR VEHICLE / $100 TO LESS THAN $300,1908240064024,N MIAMI AV / NE 23RD ST,Miami Police,8-24-2019 3:26 PM,"[-80.19313369999999, 25.810532]",25.8354273
1712,CRIMINAL MISCHIEF ($200 OR LESS),1908240064029,900 BLOCK SW 6TH ST,Miami Police,8-24-2019 3:23 PM,"[-80.2870509, 25.7958723]",25.8354273
1713,ASSAULT / AGG / WITH A DEADLY WEAPON WITHOUT INTENT TO KILL,1908240064025,6400 BLOCK SW 6TH ST,Miami Police,8-24-2019 3:09 PM,"[-80.209014, 25.8387973]",25.8354273
1714,VEHICLE BREAK-IN/THEFT,PD190904317316,7400 BLOCK NW 23RD CT,Miami-Dade Police,8-24-2019 3:00 PM,"[-80.2078021, 25.7756864]",25.8354273
1715,"BATTERY / AGG / DOMESTIC: VICTIM PREGNANT (MINOR, NO WEAPON OR NO INJURY - NO LOSS OF FETUS)",1908240064018,NW MIAMI CT / NW 79TH ST,Miami Police,8-24-2019 2:33 PM,"[-80.2425681, 25.8479395]",25.8354273
1716,THEFT/LARCENY,PD190824303793,400 BLOCK NW 83RD ST,Miami-Dade Police,8-24-2019 2:29 PM,"[-80.19546140000001, 25.8082999]",25.8354273
1717,RETAIL THEFT,1908240064015,2000 BLOCK NW 7TH ST,Miami Police,8-24-2019 2:20 PM,"[-80.2143334, 25.8468869]",25.8354273
1718,ASSAULT,PD190824303739,NW 27TH AVE & NW 79TH ST,Miami-Dade Police,8-24-2019 1:50 PM,"[-80.229383, 25.765078]",25.8354273
1719,GRAND THEFT,1908240064005,3300 BLOCK BISCAYNE BLVD,Miami Police,8-24-2019 1:49 PM,"[-80.2394176, 25.7794581]",25.8354273
1720,CRIMINAL MISCHIEF / VANDALISM,1908240064003,300 BLOCK NW 11TH AVE,Miami Police,8-24-2019 1:31 PM,"[-80.2425681, 25.8479395]",25.8354273
1721,THEFT - OF MOTOR VEHICLE PARTS,1908240063998,0 BLOCK SW 6TH ST,Miami Police,8-24-2019 1:30 PM,"[-80.2293486, 25.7712149]",25.8354273
1722,THEFT - FROM MOTOR VEHICLE,1908240064014,6700 BLOCK N MIAMI AV,Miami Police,8-24-2019 1:16 PM,"[-80.2091682, 25.7656987]",25.8354273
1723,THEFT/LARCENY,PD190831312314,0000 BLOCK INTERNATIONAL WATERS,Miami-Dade Police,8-24-2019 1:00 PM,"[-80.2406266, 25.8101854]",25.8354273
1724,BATTERY / DOMESTIC,1908240063992,1300 BLOCK NW 25TH ST,Miami Police,8-24-2019 12:24 PM,"[-80.17221239999999, 25.8533336]",25.8354273
1725,BATTERY / AGG: USES DEADLY WEAPON,1908240063989,1300 BLOCK SW 1ST ST,Miami Police,8-24-2019 12:23 PM,"[-80.1900783, 25.784171]",25.8354273
1726,VEHICLE BREAK-IN/THEFT,PD190828308858,3100 BLOCK NW 29TH ST,Miami-Dade Police,8-24-2019 12:18 PM,"[-80.21739459999999, 25.7630983]",25.8354273
1727,VEHICLE BREAK-IN/THEFT,PD190824303639,NW 32ND AVE & NW 62ND ST,Miami-Dade Police,8-24-2019 12:07 PM,"[-80.2070545, 25.7814539]",25.8354273
1728,RETAIL THEFT,1908240064021,900 BLOCK SW 8TH ST,Miami Police,8-24-2019 12:00 PM,"[-80.2244482, 25.7807774]",25.8354273
1729,THEFT - FROM MOTOR VEHICLE,1908240063996,100 BLOCK NE 49TH ST,Miami Police,8-24-2019 11:54 AM,"[-80.1962321, 25.7724524]",25.8354273
1730,RETAIL THEFT,1908240063991,200 BLOCK SE 3RD ST,Miami Police,8-24-2019 11:52 AM,"[-80.2380163, 25.7642326]",25.8354273
1731,THEFT - FROM MOTOR VEHICLE,1908240063987,600 BLOCK NE 60TH ST,Miami Police,8-24-2019 11:41 AM,"[-80.22411199999999, 25.8133185]",25.8354273
1732,RETAIL THEFT,1908240063974,5700 BLOCK NW 7TH ST,Miami Police,8-24-2019 11:01 AM,"[-80.2449597, 25.8265226]",25.8354273
1733,SEXUAL BATTERY - FORCIBLE RAPE,1908240063997,100 BLOCK SW 7TH ST,Miami Police,8-24-2019 10:41 AM,"[-80.2253523, 25.7956491]",25.8354273
1734,BATTERY / DOMESTIC,1908240063980,1400 BLOCK SW 3RD ST,Miami Police,8-24-2019 10:33 AM,"[-80.2017379, 25.7905215]",25.8354273
1735,THEFT/LARCENY,PD190829309873,7500 BLOCK NW 32ND AVE,Miami-Dade Police,8-24-2019 10:00 AM,"[-80.31156899999999, 25.8101534]",25.8354273
1736,AGGRAVATED BATTERY,1908240063967,0 BLOCK NE 79TH ST,Miami Police,8-24-2019 9:28 AM,"[-80.20039740000001, 25.8334644]",25.8354273
1737,OVERDUE RENTAL,1908240063953,2400 BLOCK NW 36TH ST,Miami Police,8-24-2019 9:25 AM,"[-80.251109, 25.7657234]",25.8354273
1738,OVERDUE RENTAL,1908240063953,2400 BLOCK NW 36TH ST,Miami Police,8-24-2019 9:25 AM,"[-80.2845269, 25.78166]",25.8354273
1739,THEFT - OF MOTOR VEHICLE PARTS,1908240063955,4300 BLOCK NW 3RD ST,Miami Police,8-24-2019 9:07 AM,"[-80.2870509, 25.7958723]",25.8354273
1740,CRIMINAL MISCHIEF / VANDALISM,1908240063950,600 BLOCK SW 6TH ST,Miami Police,8-24-2019 8:57 AM,"[-80.2845269, 25.78166]",25.8354273
1741,AGGRAVATED BATTERY,1908240063949,5500 BLOCK NW 5TH ST,Miami Police,8-24-2019 8:52 AM,"[-80.2117938, 25.8091421]",25.8354273
1742,THEFT/LARCENY,PD190824303446,1300 BLOCK NW 79TH ST,Miami-Dade Police,8-24-2019 8:25 AM,"[-80.2020812, 25.8260424]",25.8354273
1743,BURGLARY - OTHER STRUCTURE,1908240063946,3400 BLOCK NE 1ST AV,Miami Police,8-24-2019 8:00 AM,"[-80.2144193, 25.8243578]",25.8354273
1744,VANDALISM,PD190824303419,2900 BLOCK NW 46TH ST,Miami-Dade Police,8-24-2019 7:43 AM,"[-80.2038295, 25.815179]",25.8354273
1745,BATTERY (SIMPLE) / PERSON 65 YEARS OF AGE OR OLDER,1908240063944,400 BLOCK NW 47TH AVE,Miami Police,8-24-2019 7:01 AM,"[-80.22289099999999, 25.8310495]",25.8354273
1746,BATTERY / SIMPLE,1908240063940,900 BLOCK S MIAMI AVE,Miami Police,8-24-2019 6:28 AM,"[-80.21949719999999, 25.7657182]",25.8354273
1747,ARMED ROBBERY - FIREARM OR OTHER DEADLY WEAPON,1908240063938,6200 BLOCK NW 2ND AV,Miami Police,8-24-2019 6:00 AM,"[-80.1938909, 25.7603249]",25.8354273
1748,ASSAULT / AGG / WITH A DEADLY WEAPON WITHOUT INTENT TO KILL,1908240063938,6200 BLOCK NW 2ND AV,Miami Police,8-24-2019 6:00 AM,"[-80.24896849999999, 25.8183186]",25.8354273
1749,ARMED ROBBERY - FIREARM OR OTHER DEADLY WEAPON,1908240063938,6200 BLOCK NW 2ND AV,Miami Police,8-24-2019 6:00 AM,"[-80.1976926, 25.7588912]",25.8354273
1750,ASSAULT,PD190824303362,6300 BLOCK NW 18TH AVE,Miami-Dade Police,8-24-2019 5:27 AM,"[-80.2113689, 25.7954698]",25.8354273
1751,"GRAND THEFT - MOTOR VEHICLE (LESS THAN $100,000)",1908240063937,NW 22ND AV / NW 6TH ST,Miami Police,8-24-2019 5:03 AM,"[-80.1930914, 25.79059]",25.8354273
1752,THEFT/LARCENY,PD190824303943,7300 BLOCK NW 23RD CT,Miami-Dade Police,8-24-2019 5:00 AM,"[-80.1930914, 25.79059]",25.8354273
1753,ASSAULT,PD190824303353,5100 BLOCK NW 23RD AVE,Miami-Dade Police,8-24-2019 4:58 AM,"[-80.2682439, 25.7641098]",25.8354273
1754,BATTERY / SIMPLE,1908240063934,100 BLOCK NE 60TH ST,Miami Police,8-24-2019 4:19 AM,"[-80.2307682, 25.8511092]",25.8354273
1755,THEFT/LARCENY,PD190824303501,FISHER ISLAND,Miami-Dade Police,8-24-2019 4:00 AM,"[-80.14241, 25.956064]",25.8354273
1756,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908240063932,NW 28TH ST / NW 1ST AVE,Miami Police,8-24-2019 3:08 AM,"[-80.22289099999999, 25.8310495]",25.8354273
1757,GRAND THEFT - UNSPECIFIED - $300 TO LESS THAN $5000,1908240063927,4500 BLOCK NW 7TH ST,Miami Police,8-24-2019 3:00 AM,"[-80.20334609999999, 25.8379669]",25.8354273
1758,AGGRAVATED BATTERY,1908240063919,NW 1ST CT / NW 13TH ST,Miami Police,8-24-2019 2:58 AM,"[-80.2737934, 25.7660463]",25.8354273
1759,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908240063923,NW 26TH ST / NW 1ST AV,Miami Police,8-24-2019 2:57 AM,"[-80.2244703, 25.7632066]",25.8354273
1760,CRIMINAL MISCHIEF / VANDALISM,1908240063916,100 BLOCK NW 23RD ST,Miami Police,8-24-2019 2:49 AM,"[-80.3541151, 25.8334479]",25.8354273
1761,PERSON IN ACTUAL OR CONSTRUCTIVE POSSESSION OF A CONTROLLED SUBSTANCE,1908240063917,NW 11TH AV / NW 39TH ST,Miami Police,8-24-2019 2:48 AM,"[-80.2258512, 25.8462309]",25.8354273
1762,LEWD/LASCIVIOUS BATTERY - ENGAGE IN SEXUAL ACTIVITY W/PERSON 12 OR OLDER BUT LESS THAN 16 YRS,1908240063908,0 BLOCK SW 30TH CT,Miami Police,8-24-2019 1:58 AM,"[-80.24193439999999, 25.8433542]",25.8354273
1763,LEWD/LASCIVIOUS BATTERY - ENGAGE IN SEXUAL ACTIVITY W/PERSON 12 OR OLDER BUT LESS THAN 16 YRS,1908240063908,0 BLOCK SW 30TH CT,Miami Police,8-24-2019 1:58 AM,"[-80.244355, 25.804976]",25.8354273
1764,DUI,PD190824303306,NE 9TH AVE & HIALEAH DR,Miami-Dade Police,8-24-2019 1:47 AM,"[-80.2300791, 25.8352173]",25.8354273
1765,ASSAULT,PD190824303431,0000 BLOCK INTERNATIONAL WATERS,Miami-Dade Police,8-24-2019 1:45 AM,"[-80.18015199999999, 25.847566]",25.8354273
1766,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908240063909,0 BLOCK NW 25TH ST,Miami Police,8-24-2019 1:39 AM,"[-80.1993169, 25.8073254]",25.8354273
1767,THEFT - PICK POCKET,1908240063901,100 BLOCK NW 23RD ST,Miami Police,8-24-2019 1:29 AM,"[-80.2216309, 25.7731283]",25.8354273
1768,BURGLARY - MOTOR VEHICLE (CONVEYANCE),1908240063904,NW 40TH ST / NW 10TH AV,Miami Police,8-24-2019 1:00 AM,"[-80.310771, 25.772125]",25.8354273
1769,BURGLARY / DWELLING OCCUPIED (NO ASSAULT / BATTERY - NO WEAPON),1908240063899,2200 BLOCK NW 6TH ST,Miami Police,8-24-2019 12:34 AM,"[-80.20714439999999, 25.7989564]",25.8354273
1770,PETIT THEFT - RETAIL / LESS THAN $100,1908230063886,NE 4TH AV / NE 23RD ST,Miami Police,8-24-2019 12:25 AM,"[-80.1945975, 25.8104723]",25.8354273
1771,CRIMINAL MISCHIEF / VANDALISM,1908240063902,500 BLOCK SW 18TH AV,Miami Police,8-24-2019 12:14 AM,"[-80.2514956, 25.8431635]",25.8354273
1772,SIMPLE BATTERY,1908230063883,1700 BLOCK NW 1ST PL,Miami Police,8-23-2019 11:13 PM,"[-80.26088100000001, 25.7969552]",25.8354273
1773,SIMPLE BATTERY,1908230063882,1400 BLOCK NW 60TH ST,Miami Police,8-23-2019 11:06 PM,"[-80.1970369, 25.7880119]",25.8354273
1774,THEFT - FROM MOTOR VEHICLE,1908230063884,8300 BLOCK NE 2ND AV,Miami Police,8-23-2019 10:27 PM,"[-80.21226, 25.848811]",25.8354273
1775,ASSAULT / AGG / WITH A DEADLY WEAPON WITHOUT INTENT TO KILL,1908230063871,6800 BLOCK NW 4TH CT,Miami Police,8-23-2019 10:07 PM,"[-80.2348861, 25.8277377]",25.8354273
1776,BATTERY / SIMPLE,1908230063864,W FLAGLER ST / NW 7TH AV,Miami Police,8-23-2019 9:28 PM,"[-80.2514956, 25.8431635]",25.8354273
1777,BATTERY / SIMPLE,1908230063858,1200 BLOCK SW 1ST ST,Miami Police,8-23-2019 9:05 PM,"[-80.22316769999999, 25.7919521]",25.8354273
1778,BURGLARY - RESIDENCE,1908230063862,500 BLOCK NW 56TH ST,Miami Police,8-23-2019 9:03 PM,"[-80.20611740000001, 25.7747676]",25.8354273
